content,主题,故事,人物,影像,效果
情节紧凑，故事完整，节奏安排得还挺好的。穿插安排的笑点都集中在吴邪身上，效果很不错。鹿晗将吴邪那种初触盗墓的青涩以及勇敢和小聪明演得挺到位，坟头蹦迪那段笑得不行。但是影片最后有点烂尾，反派不给力，特效也比不上前4分之3，很遗憾。不过瑕不掩瑜，两个小时没有尿点，给4星！,-2,1,1,-2,0
五毛特效，改编很大成了小哥个人秀，失望。,-2,-2,-2,-2,-1
垃圾特效，跟网剧一样垃圾,-2,-2,-2,-2,-1
你耍刀来我吹箫，五毛特效真糟糕。西王母变霸王花，强行搅基阿西八。我去年买了个表～,-2,-2,-2,-2,-1
我的小哥没这么丑的…我的吴邪没这么娘的！啊宁就是来卖没料的胸的！演技烂出翔！特效渣出天际！毁我小哥和吴邪！我为什么要看！现在特别非常超级后悔！三叔真的越来越商人了！就是来圈钱的毫无诚心的烂烂烂烂片！,-2,-2,-1,-2,-1
李仁港的美工那是真不错，场景设定、墓穴机关真心赞，上古文明+工业美感，特效场面前后不一，前面很唬人，后面效果就不行了（是不是没钱了）。故事顺风顺水，节奏不错，探险情节很刺激，人物一般，三叔出彩、王胖酱油。 然后，瓶邪党福利来了，赤裸裸的CP感，但我不喜欢这样的卖腐,-2,1,0,1,0
特技OK，特别是细节道具布置几乎满分，以为井柏然和鹿晗在谈恋爱，情节不知道怎么说。大反派是个肚皮舞老师。生气,-2,0,-2,-2,1
腐气十足，特效完蛋，又是一部把所谓大ip玩烂的莫名其妙的片子。,-2,-2,-2,-2,-1
特效也还可以吧，我没看过原著，所以没得参考。吴邪演的不错啊，独白挺多的，性格活泼，最重要的是颜值高啊，尤其在张起灵这个丑逼的衬托下。吴邪和三叔的互动特别喜欢，两个老少活宝。阿宁，怎么说呢，感觉炸一看挺丑，细看还是可以的。演的不错。,-2,-2,1,-2,1
今年最好笑的喜剧片。,-2,-2,-2,-2,-1
剧情不错，特效一般。提醒下，魁戏宿命遗音到尸蟞洞那段，很刺激也很搞笑，整个片子节奏也慢紧凑的。就是特效一般，植入广告也有，不过也就开始的地方，没有跟某牛一样太不合时宜。还有最后几分钟，让整个故事显得更加精彩特别。值得深究,-2,1,-2,-2,0
要说印象最深刻的就是吴邪带着大家跳舞那段了，整个大厅都在笑，还有吹箫控制尸蟞那里，而且吴邪的执着，正直，幽默和小机智鹿晗也很好的诠释出来了，剧情还是挺紧凑的，机关也很新颖，木偶那里设计很喜欢，特效作为国产片来说是很在线的！值得一看。,-2,1,1,-2,1
特效有瑕疵，故事凑合，能把吴邪改成个逗逼也是按鹿晗的性子来的吧。大侄子会吹箫。可能是对电影本身没报多大希望，意外的看完觉得还过得去。不能细思，也不是可以细思的片子，哎，暑期档让人对片子的要求都变低了。,-2,0,-2,-2,0
什么玩意儿呀，本来挺喜欢盗墓题材电影，让这部全毁了。生硬的演技，尴尬的台词，四毛五的特效，还有粉丝强行吹逼好过寻龙诀，骗的我白瞎了几十大洋。跟寻龙比差了10000个九层妖塔好吗，吹牛能有个底线吗，恶心死了。,-2,-2,-1,-2,-1
感受到了大陆电影前所未有的精良制作，节奏、剪辑以及视听语言基本无出其右，融合了杜琪峰电影的仪式感、韩国电影的极致暴力、《暗夜骑士》抢劫戏的紧张感以及盖里奇的黑色幽默，导演的控制力非常惊人，完全不像第二次拍院线电影的感觉，真的是《解救吾先生》之后国产类型片的又一次胜利！,-2,-2,-2,-2,1
悲凉与幽默。气氛营造有模有样，暴力镜头可圈可点。,-2,-2,-2,-2,1
好坏都很明显。优点方面：重庆拍得很美，风格化叙事，摄影见功力；巧妙的方言黑色幽默；缺点方面：节奏非常不顺；转场十分生硬；动作设计血腥有余但明显不合理。劫匪情节设计很糙 #明显有杜琪峰，盖里奇，朴赞郁的影子，以目前国产电影的标准看，非常好的片子#,-2,0,-2,1,-1
《摇滚藏獒》3D：想必郑钧想通过这个小人物追寻梦想的励志故事，表达自己对音乐的不懈坚持。虽然弹琴能放电并不现实，但足以显现音乐的魔力如同梦境，就连傲慢的猫王都能心生怜悯了。以藏区为原型的背景很有新意，如果没有《疯狂动物城》，它会成经典。郭德纲和于谦的配音挺豁得出去的，算是意外的惊喜,1,-2,-2,-2,1
絕對被低估的動畫片。離鄉背井到大城市追夢，是華人特有情懷的題材，如今在這部動畫裡看到了，頗為動容。儘管故事有些套路，但角色鮮明充滿趣味，原聲配樂動人，表現手法和搞笑梗都很有創意，難以理解居然會票房失利。或許是中國人普遍不易接受美式風格吧！期待《藏獒》在北美會有更好的票房。,1,-1,1,-2,1
配音很不错，普世价值观，熟悉的音乐,1,-2,-2,-2,1
如果只看英文配音的版本 你很难相信这是一部国产动画 各方面都并不逊色好莱坞动画水准 不过国语配音方面德云社班底虽然颇有特色 但还是感觉不够自然 毕竟英文版请来的JK西蒙斯太厉害了,-2,-2,-2,-2,0
题材不错 拍得一般,1,-2,-2,-2,-1
一座城市永不会老，因为每天都有人奔向阳光灿烂的青春。用不同的方式打碎，然后又有另一代人迎来他们崭新的青春。可惜拍得并不好，刻意表演的痕迹太重。但至少，从中能触摸或嗅探到父辈母辈的青春，那或许也是我们的根源。而当下一些泛滥的青春片，我常常不知道那是谁的青春。,-2,-2,-2,-2,-1
好好的题材拍得这么散！,1,-2,-2,-2,-1
粗制滥造剧情老套，这种生硬的表演简直前所未有，男二一直苦逼哀怨脸，男一则一直是一个懵逼脸，女主眼睛无神表情僵硬像在背书一样，摔下来那段就是两个人自己在打滚，男主沙滩边头疼的喊叫像在杀猪一般。最不能忍的是那一遍遍重复单调奇葩的配乐，音量大而且旋律悲恸而凄怆，强奸观众的耳膜到最深处。,-2,-1,-1,-2,-1
根本不算惊悚片，充其量是部悬疑片。道服化精致，可特效与3D又大而无当。套了当年马徐维邦与《夜半歌声》的史料做内核，拍成一部特矫情的琼瑶式言情剧，结尾又莫名陷入奇怪的笑点之中。最讽刺的台词就是“民国的电影审查制度是不能出现怪力乱神的”…好个借古讽今。,-2,-1,-2,-2,0
中外恐怖片大多成本低廉，制作粗糙，看这部电影也许会让你的看法有所改观，画面特效绝对的惊艳，制作用心，有大片的感觉。比大多数电影都要美，也比大多数欧美恐怖片好看。点映第一次见到心如姐姐本人，好开心。,-2,-2,1,1,1
虽然很蠢，但编剧导演一心一意讲故事圆故事的心意还是蛮感人。同时智商以为是感人，各种特效也是糙的恶心。总之电影不招人烦，还挺用心。,-2,1,-2,-2,-1
看了见面会场，就是一个有关复仇的故事，恐怖来自于带故弄玄虚的特效和音效，悬疑基本不存在。,-2,0,-2,-2,-1
故事老套，叙述花哨，结局握草，特效太糟，3D炫耀，莫名其妙。,-2,-1,-2,-2,-1
3D恐怖效果绝对的惊艳，情节饱满而细致，算是国产惊悚片的良心之作,-2,1,-2,-2,1
技术方面均属一流，林心如真是有韵味的美，而且出人意料的3D效果很好。这才是华语惊悚片的正确打开方式。,-2,-2,1,-2,1
这个电影客观来说我觉得无论如何也不能只值一星的，诚意是有的。不明白打一星的到底是为什么，审查这么严没有鬼是大家都知道的，为何硬是揪着不放？美术配乐都很赞，故事也很完整，国产恐怖片这样我已经很知足了，这比那些傻缺圈钱的电影强到不知道哪里去了！！,-2,1,-2,-2,1
支持首部走出国门即将登陆北美的国产惊悚片，魔宫魅影画面、音效、置景精美，故事饱满、人物立体，拒绝五毛钱特效、一惊一乍低成本惊悚片，惊悚片也应该有大片范[强],-2,1,1,-2,1
鉴于大家评分都低，我决定打个5星，这是一个关于救赎的爱情片……夹杂了一些恐怖元素，但是不算多，很到位的3d恐怖特效和寻龙诀可以媲美，相较于朝内又有了很大进步，林心如依旧很美，她真的也是一点也没放弃过国产恐怖片，而且越来越进步，十分看好。,-2,-2,1,-2,1
影片试图通过最浅显的方式，向孩子灌输“做鸭”的道理，并痛斥了其中的偏见与歧视：既然是鸭，就不要在乎亲家是否头顶绿色。其中价值观深入浅出，以做鸭的男主角最终的“双飞”为结尾，寓意深刻，实在适合3岁以下儿童观看。五星推荐，3D效果太好减四星半。,-1,-2,-2,-2,1
没有惊喜的少年成长动画。故事很老套。3d效果不错，不过动作涉及之类的很奇怪。,-2,-1,-2,-2,1
仔细看电影《超能太阳鸭》的童鞋们可以发现，这部电影隐藏了许多好玩的小元素等着我们去发现，中国风的建筑风格以及人物设定，中西方文化的强烈碰撞，朋克风格的强势插入，更别说电影中掺杂着B-BOX以及街舞的元素了。这部诚意满满的电影，不知道为什么会有辣么多水军黑它，中国电影的水好深啊,-2,-2,-2,-2,1
"鸭子还长着辫子，所以……？剧情老套到爆。只有3D特效好像还过得去。
不知道是不是我太敏感了，中美俄三家合拍的电影，我从中看到了大量的政治暗喻。所以动画片里夹杂这么多五四三真的有必要吗？",-2,-1,-2,-2,1
情节太烂，制作一般。,-2,-1,-2,-2,0
情节有些看老套，中规中矩吧。3d效果还可以。作为国产动画觉得还是平均线以上，讲道理，大人小孩都还能看。,-2,-1,-2,-2,1
这种片，适合小孩子看，简简单单的故事。但题材没啥新意。特效特技什么的，也基本上没有，拍3D没多大必要。吐槽一点，那只小鸭子知道自己是太阳鸭后，就马上明白了自己的责任，你这是逗我么，太阳鸭就不需要成长的历程么。,0,0,-2,-2,0
乍看游走于欧洲的异国风情，却难掩电影内在的苍白，根据好莱坞爱情电影的翻拍，亦无从所见昔日那爱的真挚动容，《我最好朋友的婚礼》中舒淇、冯绍峰、宋茜上演的这场爱情三角恋，少了份源于爱的真实，多的却是诸多国产电影一贯的浮夸刻意。,-2,-2,-2,-2,-1
宋茜OUT！请原地爆炸好吗！恶心坏了。以及类型片拍成这种大便干燥的节奏，必死无疑。,-2,-2,-1,-2,-1
"①18分钟揭露各怀鬼胎的一幕，直接破坏前十来分钟塑造的恐怖氛围！！※“百年累之，一朝毁之。”再适合不过
②本作一直在反复提“人性本恶”，一直让观众徘徊在“本作有没有鬼”（鬼在人心），到底是互相喂药还是超灵异现象（“小鬼仔”明明这么可爱）。
③神逻辑：结局前，被幻觉前男友逼的走投无路，躲到小木屋里……幻觉劈坏的门，一觉起来还是被劈坏的！！强行被导演组忽略。
总结：编剧&导演的逻辑碎了一地。本作作为国产教育片对得起“寓教于乐”四个字，另类解析大结局：“男主和男二号撕逼（飙车）后成就小四上位”的故事。",-2,-1,-2,-2,-1
除开对国产恐怖片的偏见，以及前面浮夸的表演五毛的特效跳跃的逻辑强行恐怖的氛围，坚持看完最后一秒，才恍然大悟细思极恐，惊讶于导演的辗转曲折的脑洞和深刻的教育意义。最后一段挽回两星。,1,-1,-1,-2,-1
故事特别简单，但拍的很有质感，小成本也有好电影,-2,0,-2,-2,1
我给两颗星因为喜剧效果挺不错的:),-2,-2,-2,-2,1
拍摄剪辑比较糙，旁白重复台词不够精简，给观者一种杂乱感。但难得内容很赞，修复师傅们都令人敬佩，一些文物让人叹为观止，修复过程更是长见识。片尾蓝天白云红墙美爆了。,-2,1,-2,-2,-1
烧脑和故事讲得混乱不是一个意思。伪纪录片和摄影糙不是一个意思。一人分饰人格分裂不是戴个假发就行的。瞎拍，剪辑混乱，表演不到位，故事逻辑硬伤造成的看不懂不叫烧脑。,-2,-1,-1,-2,-1
蛮有品位的制作，第一人称视角有代入感，穿插的空镜头和运动跟拍，一静一动相得益彰。重点表扬一下打光，精准的光感间接提升了多场室内戏的演出水准。就不说本片像哪些片子了，一说就剧透。,-2,-2,-2,1,1
还算是国产恐怖片的良心制作吧 ！剧情紧凑！恐怖效果还可以！推荐可以看下！,-2,1,-2,-2,1
其实真正的鬼都是自己的内心在作祟，能拯救自己的最终只能是自己，拍摄的手法纪实，相同经历的人会感同身受，剧情的配乐加表现形式感觉有点惊悚。,-2,-2,-2,1,1
电影不错，剧情完整、人物性格、气氛节奏都挺好，主配角颜值演技均在线，爆米花电影不费脑子，就是化妆师有点拖后腿，别的没啥问题（打一星的大概是眼神不好没找到文艺片场吧）。,-2,1,1,-2,1
特效挺不错的，不是五毛特效。剧情前半部分节奏挺好的，后面进展有点快，大boss很快就解决了。,-2,1,-2,-2,1
很好看的玄幻古装电影，特效也很不错，剧情有趣,-2,1,-2,-2,1
整个故事发展的挺顺畅 虽然鬼怪效果比较假 但算国产恐怖片里有剧情且剧情连贯合理的了 演员演技也还不错 整体气氛营造不错 几处惊悚场面音效极佳 可以一看 也算是是挺恐怖的 已经突破了审核制度之内最大的指标了 中国台湾的白歆惠没想到演起此类型的片子也是得心应手 其他的细节上再多注意一些会更加好,-2,1,1,-2,-1
相比之前看过的国产恐怖垃圾来说，这个没那么垃圾！前面故意营造的恐怖部分有点多有点过，刻意恐怖的音效让人很烦躁，女主一直神经兮兮的状态看了让人很想打她，后面变成追杀剧后竟然没那么讨厌了，不过韩国欧巴演技就像磕了药的神经病一样也是出挑！女主不是网红脸是与其他恐怖垃圾电影最大的区别！,-2,-2,1,-2,-1
前半段标准国产惊悚电影，点明主题，毫无悬念。但是配音，画面，一惊一乍的气氛还是挺有感觉的，后半段直接就成了剧情片，毫无悬念，拖沓沉闷。。。,-2,-1,-2,-2,1
3.5。1.FIRST一种立场，非常有触感的作品，导演是浙江老乡。2.沉默的自杀氛围，始于绞刑海报；蝴蝶振翅指尖的瞬息，很动人。3.最初看时曾想到《最后的山神》。,-2,-2,-2,-2,1
一人一狗的琐碎生活为记录题材，镜头自然完美融洽当中，焦点准确捕捉活动细节，无需言语亦能感受画外音；动静组合的空镜表达孤独，用动物嬉戏交配反衬老人的寂寞，画面意境表现出色；但作为传统摄录纪录片，留白让观众体会日复日乏味的重复，声画掌握有度从而降低沉闷感，但仍会略显单调。,-2,-2,-2,1,-1
将眼光投向偏僻农村的独居老人，整个影片没有第二人出现，甚至连台词都没有，在视听语言和剧作文本上都呈现了极大的孤独感。音效的问题还是挺明显的，好几处比较出戏，可贵在视角和立场的选择，也无愧于first的一种立场奖。画面中偶尔出现的其他动物也是在隐喻着主人公的生活状态，狗的陪伴帮助他度过余生,-2,-2,-2,-2,-1
春风亭，年度最佳打戏！,-2,-2,-2,-2,1
一口气看了8集，特效很精彩，剧情很连贯，演员演技都在线，宁缺和桑桑基本符合我心目中的形象，目前来看是满意的，五星好评。,-2,1,1,-2,1
看了4集，先说说优点:1.实景拍摄，风景真的很美2.服装，道具，化妆都很用心，贴合实际3.演员大部分表演到位4.特效还过得去。缺点:1.男主角演技还有待提升2.剧情剪辑得太乱，想讲的太多，没看过原著的可能有些晕3.有些场景可以处理得更好，像送公主回长安途中修行者的战斗。,-2,-1,1,1,1
这就是我心目中将夜的样子啊啊啊啊！！！！太还原了,-2,-2,-2,-2,1
刷了第一集，剧的质量可以达到8分，没看过原著，但从特效上来看应该是花了血本的，很有质感，剧情的紧凑性上也还行。另外找了黎明来客串，对于一部自制剧来说很nb了。,-2,1,1,-2,1
男主竟然是个照骗，嘴凸真碍眼，演技太差，不分场景地挑眉。实景和特效能给一星吧。剧情穿插辩论赛，台词云里雾里的,-2,-2,-1,1,1
“一群废材！早晚砍光你们！”兄弟们，听我说！我熬夜连看八集，真的越看越好看，没有魔改！没有魔改！熬过前面几集，等进了城，要特效有特效，要剧情有剧情，台词也不错，歌也好听！还有宁缺和桑桑柴米油盐酱醋茶的互动，萌死了！朝小树的笑，也很棒！导演的镜头也切得超赞！一些互动简直入心入肺！不要被打低分的骗了！诋毁演技的，也不看看隔壁土豆家的！嘤嘤嘤，我黎明大哥叼叼叼！,-2,1,1,-2,1
今年的特效最佳，剧情最佳，演员阵容最佳！（除了群演太少外）大雪实景拍摄的超级良心了好吗！（心疼隆庆的脚一秒）还有嫌男主丑的？？？长得帅成这样还有少年气和不羁的侠者英气的男明星你给我再找一个出来？？？最爱的就是本剧的价值观和烟火气了！莫执念，爱生活，想不通的就别想了哈哈，十分好奇那些一星的平时都是看的什么神仙剧??,1,1,1,-2,1
意境有了，7.5以上吧，五星抬下分,-2,-2,-2,-2,1
我觉得好的特效有一个类型就是很写实、有质感，和情境无缝衔接。将夜的打戏和特效深深的吸引了我。这两点足够我给9分,-2,-2,-2,-2,1
真的很俗套，但真的是好笑。,-2,-1,-2,-2,1
画面太丑，镜头枯燥，梗都比我还老，全靠演员自强不息，该给闫妮造型师加鸡腿。强行出现的好色老师和大姑，编剧太偷懒，以后这种生日惊喜梗拍不过零零发就别拍了。全场爆笑，后半程看得我不耐烦，三观不算恶心，但技术上太软,-2,-2,1,-1,-1
题材烂透了，但真的拍的还不错，值得一看。期待有一天能看到女性版的，女主有爱他又帅气的老公，有可爱的孩子，只是因为觉得没有青春了，就去寻欢，最后还得到了happy ending。妈的只有男人才需要荷尔蒙和多巴胺吗？,-1,-2,-2,-2,1
是一部又污又不正经的脱线喜剧 充满了各种擦边球段子和香蕉色笑点 从娱乐逗笑的角度来看是成功的 剧本是一个被一再演绎和打磨的经典喜剧 有形象鲜明的人物 充满戏剧冲突的情节 节奏良好的叙事设置 最重要的是他们与角色融合良好 让剧情上的喜剧元素与表演上的喜剧风格巧妙地碰撞 产生了更加扎实的笑果,-2,1,1,-2,1
故事情节还是不错的，但拍的不怎么样,-2,1,-2,-2,-1
粗糙的细节，低级的煽情，但是2星全给真人真事。这样的人生令人落泪，命运的捉弄让人唏嘘，人的韧性却令人动容。特别是上学，打工，照顾妈妈那段。,-2,1,-2,-2,-1
为特效比择天记好，给分。,-2,-2,-2,-2,1
特效很差，演员演技差到让人尴尬，杨洋的存在就是为了衬托刘亦菲的演技。,-2,-2,-1,-2,-1
两个演技为负的主角也就罢了，辣鸡剧情的古呕小言也就罢了，起码硬件做的良心点吧？结果也没有，服美是影楼化纤风的，美指是中不中西不西的山寨风的，特效是八流页游水平的，连海报都是网友ps入门水平的，钱大概都花去砸第一天的预售票房优惠了吧,-2,-1,-1,-2,-1
怎么说呢，不如三分钟的预告。带着粉丝滤镜也是尴尬的。美是美，故事没讲好，台词不大行，情感转折莫名其妙，特效渲染过度到像动画片。茜茜特色吼，杨洋大屏幕有点弱势。也算是见证了这个电影从选角到上映的过程，看得到诚意看不到成果，所以有点难过。btw茜茜电影资源太虐了，求姑娘好好规划啊,-2,-1,-1,-2,-1
塑料质感的特效，颜色爆炸的美术，千人一面的两个主角，尤其猥琐的QJ犯男主，讲点道理，教主是躺枪。,-2,-2,-1,-2,-1
为什么会有这么低廉感的电影，特效玄幻感不如小孩子的肯德基广告，男女主不用说了，尬演，真的太尬了,-2,-2,-1,-2,-1
特效真的挺好的。尤其是龙宫那里的景，那个大水母（？）哎好喜欢。和印象里的中国风不太一样emmmm不过意外的还不错。,-2,-2,-2,-2,1
天线你对得起我提前下班就来电影院吗？！啊对得起吗？！你这十年不变的演技，把我们诓进电影院你良心过得去吗？国民度的消费也是有限度的啊。特效是好的，剧情和服装烂得我连标签都不想打。那捉急的演技当什么电影演员啊，还是回小荧屏糊弄小妹妹玩吧，再见！,-2,-1,-1,-2,1
电影特效很棒，杨洋刘亦菲古装造型很好啊，已经超出我的预期值了,-2,-2,1,-2,1
"1.特效真的棒配上音效很震撼大气 。
2.剧情顺序不是正序比较有新鲜感但剧情有点快
3.两个主演的演技都在线 哭戏男女有别很戳人
4.迷谷和折颜东海龙王笑点担当 还有做饭那段很炫技了5.颜值就不用说了很养眼6.结局有点谜不知道是be 还是he 
",-2,0,1,-2,1
特效挺美的，刘亦菲古装造型真心漂亮，演技有进步的，和杨洋也很有cp感，小团子很可爱。,-2,-2,1,-2,1
特效很不错，我喜欢入海水母的想象力，野花深情的时候确实有打动到我，但是最后结局有点开放，没看明白到底活过来没有,-2,-2,-2,-2,1
分分钟出戏 原音出戏 服装出戏 场景出戏 电影院笑声一片 好一个一本正经的“喜剧”,-2,-2,-2,-2,-1
确实能看到导演的用心，很多细节处理的很到位，像女主英扣丝线那段～美国人拍中国战争片，始终感觉诠释的效果不是那么打动我，不过这里要给饰演英村姑的女主演技点个赞，余少群一开始我没认出来不过相对于隋唐英雄系列演技没有那么古板生硬了！继续努力，上映了再去支持下吧,-2,-2,1,-2,-1
出人意料啊，挺意外的，配乐不错，不愧是名导演啊，对中国小村庄这种把握的很好，刘亦菲演起村姑居然也毫无违和感啊??,-2,-2,1,-2,1
剧情总体来说还不错。。。想去看看导演其他的片子了 配乐很棒很棒很棒 催泪 ?,-2,1,-2,-2,1
特效很渣，但到了南方小山村，却意外地丰润起来，有日常细节和情感在里面。刘亦菲不算好演员，但这回完成得不错，表演细腻温婉。她低头再抬头，对杰克微微一笑，真好看，看了都不免心动。这个角色贴合她。电影整体偏沉闷，但刘亦菲之死，还是被打动，想到真有这些人被屠杀，历史的沉痛感油然而生。,-2,-2,1,-2,-1
整体叙述很完整，特别真实，音乐也非常棒，节奏稍微慢了些。叙述都是以西方人的视角来说的，所以有些对白会感觉突兀。演员表现的也很不错，刘亦菲算是突破以往仙女的形象，表现的可圈可点，最后死的时候有泪点，影院里好几个人偷偷抽泣。不是现在流行的商业大片，是需要静下心感受的影片,-2,1,1,-2,1
用心创作的作品值得期待与肯定，这部电影演员整体表现力还不错。特效也足够给力，在抗战大环境下，大胆开创新题材，还是挺吸引人的。小人物之间的感情也让人泪目,1,-2,1,-2,1
根本就没有故事。能看的只有特效。几条线索讲得乱七八糟。导演想要得很多，但根本没能力把握。一会讲讲爱情，幼稚得像初中生早恋；一会堆积点悲壮，又毫无代入感；时不时还隐藏一点有关反对者和权势者的隐喻，但导演自己都不想深究。孙悟空唯一的能力就是喊砸天砸地的口号。主旨靠口号传递，得多低级。,-2,-1,-2,-2,1
颜值、美术、特效三高的电影，可看度很高，全体演员演技都在线，朋克摇滚、热血中二，感情戏还很动人非常不容易。最大的遗憾是连贯性的欠缺，人物成长后角色关系乱掉，但已经达到可以二刷的程度。想要一个余文乐这样的大哥哥,-2,-1,1,-2,1
导演一定是做了很多功课绞尽了脑汁几个月夜不能寐才强行把这部电影拍到了一百二十分钟吧！确实幸苦了，把一部魔幻片拍成青春狗血爱情片这功力也是前无古人后无来者了，佩服。还有恶心到不能再恶心的配乐。片名应该叫《杨戬传》或者《天蓬元帅的爱情故事》才更好吧！孙悟空：“MMMP!”,-2,-2,-2,-2,-1
中二病大爆发的电影，情绪宣泄多于逻辑和细节，但热血满格，看到最后都有点感动了。美术和服装做得真心不错，天蓬的飞镰与反派中招后土崩瓦解的特效很炫。倪妮和飞鸿的扮相很养眼。,-2,-1,1,-2,1
故事虎头蛇尾的，特效倒是下了真功夫，但电影实在令人坐立难安，真的很吵。郑爽还是有那股劲儿的。,-2,-1,-2,-2,1
如果要胡编乱造瞎鸡巴写，你就别叫悟空传好不好。我不知道是什么样的所谓资本逻辑，能把原著改得就剩一场戏，能把原著的戏眼台词删到只在片尾字幕出现，能把人物改得形神俱灭（删了金蝉子干脆别拍了好吗），能在这种自以为好笑的台词、自以为感人的情节和自以为牛逼的特效里面搞悲情营销。负分滚粗。,-2,-1,-1,-2,-1
看的imax，特效真的很不错，不懂为什么那么多人骂，演员也都完成得很不错，但可惜的是，电影拍的还是太正了，不够有趣。最大的槽点是俞飞鸿那销魂的刘海，为什么最后大战时秒没了……难道刘海才是本体……还有她真是越来越像王菲，声音又像蒋雯丽……,-2,-2,1,-2,1
补完以后深深觉得，彭于晏演技真特码好，一个人的演技撑起一部电影太帅了。我拒绝把它跟书版联系起来，不过是满足了一对导演跟编剧的中二病罢了，故事情节勉强，细节没有处理，除了特效一无所长，只有几句无聊的牵强的中二病台词替书粉们体味情怀，看客口味是有不同，但没有用心的作品注定无法打动人心,-2,-1,1,-2,1
"剧情安排，武打场景以及人物的形象塑造上，都很刻意突显悟空那不羁的个性，所以在其他角色着墨上有些没交代清楚，甚是可惜。
撇开原著小说改编好坏，这部片的听觉，视觉感受满分，值得去影院感受但如果是个原著粉，大概会看到想手撕编剧和导演最后想说一句：这一版的阿紫打起架，十分残暴。",-2,-2,-2,-2,1
一开场就从倪妮的假睫毛和潦草的接发出戏，基本功就这样，还指望特效有什么细节，果然天蓬那飞刀质感啊，塑料板一样。这电影有太多不合时宜的反高潮，导演和演员都要负责任，全片像是一个失控的烟雾弹，就放在那炸掉又烂掉。人间一大场戏编剧以电视剧桥段保驾护航，直接拍成抗日片的风骨，人戏接疯魔。,-2,-2,-1,-2,-1
特效还行，国内影视特效还是要多鼓励，选角真没看出来和《悟空传》有什么关系，人物关系也是乱乱乱。,-2,-2,-1,-2,1
一星给原著，一星给彭于晏，一星给特效，情节很乱，剧情不连贯，天蓬和阿月的那条线还不如不要,-2,-1,1,-2,1
近几年国产动画电影的技术一直在进步，昆塔大场面不错，细节还是差了一点，从菠菜的眼泪就可以看出。创意是有的，但是照搬更多。不过卡拉萝的部分做的很出彩，配色和品种很天马行空。剧情不讨论了，故事还要打磨，有的设定让人尴尬。,-2,-1,-2,-2,1
"太惊喜，视效堪称国产动画的里程碑，细微到发丝颗粒，瞳孔纹理。沙漠渐变成海浪的那一刻，毛孔都被触动得浑身激灵。良心之作《昆塔：反转星球》，关于勇气和信念的童话，献给奋力拼搏的你。
容许我强行安利：不看这部电影，你不会死。但是你看过的话，你会更加勇敢的活下去。",-2,-2,-2,-2,1
视觉效果很好，音乐也很好，就是情节一般，还不如把广播剧的情节拍出来。,-2,0,-2,-2,1
看完明白为啥从《战神戚继光》改叫《荡寇风云》，分明把戚将军请下神坛啊，没有连连大捷只有险胜，正面角色没有伟光正，反面角色没有脸谱化，服化道细节用心程度能联想到《大明劫》，问题也有：节奏垮，中段拖沓，战争段落缺乏点紧张感，像电视剧，结局太突然…不过在同类片里算诚意之作了。6.7/10,-2,-1,-2,-2,1
赵文卓是个可造之材，仓田保昭每一个眼神和脸上每一个褶子都是戏，但巷战和城墙保卫战拍的太窝囊，更像是古装版八路军游击战抗击日本正规军，简直怀疑导演到底研究过历史没，还是就拿几个戚继光名声上的元素贴个标签，好好的本子拍成英雄人物差点被全部围剿的样子，哎~还战神，日，丢人~,-2,-2,1,-2,-1
公司组织看的，海报是开机照，全部短评数量8，人物全员脸谱化，工具人，剧情推动靠背稿，氛围渲染靠bgm，太尬了……真的震惊我全家……,-2,-1,-1,-2,-1
干净利落，扎实稳当，一气呵成。枪战与追逐戏，水准相当高，媲美好莱坞大片。麦兆辉导演，庄文强编剧，主演黄轩、段奕宏，这样的组合不会差。就是这电影名#非凡任务#，有点俗，不够酷。,-2,-2,-2,-2,1
“借着吵架的壳，撒着思念的娇”把恋人间分手当威胁的那种感觉拍的挺细，票房高在于抓住小情侣的情感弱点，一击即中，这一点跟《失恋33天》异曲同工。“其实，你们都在等，等对方先放手” 当你从一个人身上看到自己的时候，你就彻底输了。,-2,-2,-2,-2,1
这个系列其实应该算是前IP时代就诞生的，但也是一直不愠不火的平庸之作。这次节奏和结构上依然特别中规中矩的都市爱情剧，但于我来讲稍显亮点的是并未言明但很明显的川渝特色，以及或许是拉拉蓝后的EX话题已然被广泛点绿，这次编剧收尾的方式并未掉入以往国产爱情片的窠臼。,-2,0,-2,-2,1
室内情景喜剧合集。吃饭喝酒迪厅斗嘴就这么几招，非常乏味。其实可以做成很成功的类型片，但是太单调。某些价值观认同不了。这个电影离普通人不近。最后那个平行剪辑过于的笨拙、矫情令人恶心。,-1,-2,-2,-2,-1
虽然剧本是很严重的硬伤，用女二的第一人称讲别人的故事，导致最后没有哪个角色的形象足够立体。不过从情感上讲，我是非常喜欢这部电影，很有共鸣，让我们看到一个特殊的时代，看到那代人信仰的幻灭，故事里没有敌人，但敌人又无处不在，好坏善恶都只是一线之间。这部电影里，最好的肯定是配乐了。,1,-1,-1,-2,1
7，冯小刚这次应该是走心了，第一次能在他的电影里找到更真实的感情共鸣。故事可看性不错，从青春芳华到残酷战争再到一切的幻灭，颇有些伤感。美术、服装、摄影、配乐都非常出色，也成为主要加分项，片子拍得非常漂亮。,-2,1,-2,1,1
