content,主题,故事,人物,影像,效果
称不上佳作，甚至比不上世纪初前后的现实主义题材，那时候洞察力锐敏，人物轮廓鲜明，手法朴实。现在是憋不住，荷尔蒙宣泄解构政治新闻，投机又取巧，外部巧合拼凑，人物内部张力不明朗，后半段靠憋气支撑进结尾大高潮。中景和特写不太理想，结局慢镜头也不够惊艳，提气不解气。,-1,0,-1,-1,-2
4.5。1.年度最爽。2.那个套着冯小刚躯壳的六爷如此生气勃勃地，沸腾在已经不属于他们的世界。3.六爷单刀赴会的冬日清晨，在蒙蒙大雾里给二爷点烟，看逃出牢笼的鸵鸟拥有片刻脱缰的自由，最后豁命决战的高潮甚至有点老江湖的悲壮。4.南方人眼中的老炮儿，同样有种不孬。5.许晴演得好，其他人都有槽点。,-2,1,1,-2,-2
所有演员演技在线 故事很悲壮 父子情贯穿始终 ，李易峰演技有进步，吴亦凡演了一个讲道理的新官二代的形象，对他的感觉就是电影中帅cry了。,-2,1,1,-2,-2
管虎终于拍了部牛逼之作！冯小刚最佳男主角当之无愧。从《阳光灿烂的日子》开始的，到《老炮儿》终结。北京平民/小混混光荣与梦想时代的结束。充满怀旧情怀和对今日社会的批判。可惜今天这种致敬已有点不接地气，结尾也没真升华起来。有点过于煽情和温吞，如果再生猛一点冷硬一点决绝一点就不得了。,-2,0,1,-2,-2
作为一部爱情电影，叙事沉静而又沉闷。主题探讨了战争年代的亲情和爱情。结构虽是散文体，却形散神也散。还是矫情了些。剧作上断层的叙事加上汤唯分分钟的出戏依旧难以入戏，刘青云、秦海璐表演沉稳中带着惊喜，汤唯似乎只有李安能发掘出她的潜力。井柏然发挥随性而自然，但他魔性笑声依旧是最大亮点！,0,-1,1,-2,-2
又一组老导演的倒掉，看到汤唯戏还是那么差，也是放心。电影冗长的呦，以及这个项目有什么可拍的？,-2,-1,-1,-2,-2
汤唯没演技！汤唯没演技！汤唯没演技！重要的事情说三遍。正题：可以给到三星半。女导演拍抗日胜利与内战物价飞涨有很多细节可以玩味。爱情线水的意象与乱世线火的意象交织得也尚可。汤唯与刘青云两人的离合，目的就是生下13磅的巨婴。秦海璐片尾挑鸡蛋一幕贡献了整部电影演技的最高峰。,-2,1,-1,-2,-2
《岁月神偷》与《太平轮》的结合体，乱世浮生的小人物与时代的波浪抗争，这样的题材和故事其实都大同小异，也没啥新意，但本片不是什么的悲天悯人的传奇故事，罗张二人组的细腻镜头拍得就是小人物的悲欢离合，三座城池，两对恋人，一个时代,0,0,0,-2,-2
3.4星。因为是成龙父母的爱情故事所以对人物命运少了牵挂感（因为知道最后都没死嘛）。故事不算冗长，有动荡的情节却没有百分百让观众感同身受，氛围营造问题。让我最意外的是，汤唯念台词的功力甚至不如井柏然自然。。演员光靠气质和味道是无法成为顶尖演员的。,-2,0,0,-2,-2
看的提前场。现在好好拍爱情电影拍的不浮夸那么认真的已经少有了，所以还是很极力推荐进电影院看的。张婉婷和罗启锐这对夫妻档还是有质量保障的，永远拍得有情怀。取材自成龙父母故事，可生活比戏剧更精彩导致有些情节会觉得不可思议，但其实竟是真实的。井柏然很出挑，刘青云非常非常适合这个角色。,1,0,1,-2,-2
张婉婷做为女性导演，镜头下乱世、战争、苦难也细腻的让人动情。娓娓道来的故事整体很平稳，没有什么高潮戏份，贯穿始终的冷色调渲染了大时代变迁的无奈、有情人颠沛流离的辛酸；结尾色调回暖重燃希望。汤唯的造型和表演会让人不自觉想到黄金时代，最喜欢两个人河边弹奏一场戏。@传奇时代影城,1,1,1,-2,-2
3.0。1.张婉婷依然执念于乱世浮生，但这个时代已经不属于这样老套的悲喜群像了，就像注定沉没的太平轮。2.整体没啥亮点，但乡下晚餐戏很赞，汤刘二人及四个孩子以酒定情。3.秦海璐与井宝爱情戏略违和，但挑鸡蛋的细节有余味。,-2,0,0,-2,-2
简单来说，成龙父母这故事并不适合拍成电影，有不少禁忌以及人物的缺陷，而张婉婷又一直在粉饰太平，这就导致了电影毫无感染力，再加上审美的缺失和汤唯表演的机械化，电影毫无看点。,-2,-1,-1,-2,-2
一部伪文艺爱情故事片。故事无聊，演员不入戏。沉闷俗套于一身。,-2,-1,-1,-2,-2
彷徨乱世有这半盏春光照着引着，该多金贵。这种时局，给各种离经叛道与重新开始找够了机缘，而再简单的小情爱，也都跟着曲折轰烈了。开头交待太笨拙，片末水景太偶像，故事略忙乱，但演员都好，不过最难忘怀的倒是周师傅“你忙”那手势，简直柔肠寸断。看完才想起电影与某星相关，幸好中途忘了。,-2,-1,1,-2,-2
如今的电影市场正处于最排斥乱世浮生题材的时候，这个讲述成龙爹妈旧事的片子也紧随太平轮一起沉了。制作虽精致，但总体比较平庸，没什么吸引人的亮点。脸盲症犯，黄觉井柏然突然傻傻分不清，汤唯继续糟烂演技+票房毒药，秦海璐怎么老演民国风尘闺蜜...头尾那人人字幕组般的蓝边字体也太low了,-1,0,-1,1,-2
因为明星见面会的关系，提前看了。真的是一个无聊?无趣不能形容更多了。声音剪辑的那叫一个稀碎啊。汤唯的演技都长头发里去了吧我的亲娘啊！,-2,-1,-1,-2,-1
拍出了乱世儿女，却没能拍出乱世之下小人物的辛酸与哀嚎。导演为了迁就审核妥协并粉饰了许多情节，但除了男女主角外，配角一律缺乏塑造，致使叙事推动着没有灵魂的角色。而且成龙父母这段故事还是欠缺一定的华彩之处，香港的段落更是陪衬，不过出色的配乐倒是挽回了一点分数。,-2,-1,-1,-2,-2
读影史的感想：电视出现后，苦情伦理戏就退出影院了，可谓是形式倒逼内容改革。这部人物情感空洞，冲突造作，细节粗糙，只剩伦理戏的套路，汤唯真的不会演戏，请金像奖不要再给江老板面子了,-2,0,-1,-2,-2
乱世儿女情，节奏略拖沓。刘青云老了，秦海璐演得特好，总觉得汤唯不适合这个角色，或者越来越越觉得她缺乏演技只是本色演出。多亏成龙成名，这个故事才得以保存流传啊。张婉婷拍民国太细腻不够洒脱。,-2,-1,0,-2,-2
由成龙父母的真实故事改编，也有乱世爱情的感染力，看民国场景还原，看演员感情戏表现，镜头细节处理到位，因此不算烂片只是不出彩。缺点方面：130分钟拖太长，情节闷文艺，悲调。如果喜欢《太平轮：乱世浮生》的观众可以看看。,-1,1,1,-2,-2
剧情一般，汤唯和刘青云毫无CP感,-2,0,-1,-2,-2
"别扭。服装还是情节还是特技还是配乐，就是别扭。
刘青云唱戏的口型好像下了功夫。",-2,-1,1,-2,-1
★★★电影的完成度很不错，年代感用镜头语言讲述的很清楚，演员也很对路，但是叙事也太平淡了点，没什么情感爆点。,-2,-1,1,-2,1
2.5吧。快进看，乱世坚守的爱情，强行感人，可是并不，导演大概有野心想拍成史诗级别的忠贞不渝的乱世爱情，可是心有余而力不足，感觉在记流水账，跟韩国那个也是拍乱世分离的《国际市场》的比较下。秦海璐不错，耐看。另外徽派建筑可以看看，应该是宏村西递那边拍的，其余乏善可陈。原来跑单帮叫solo trade啊，张爱玲《半生缘》中曼桢也跑过单帮。那段历史中的物价飞涨拍出来了。,-2,-1,1,-2,-2
编剧真的很烂。纯粹是冲着汤唯刘青云的卖力演出给两星。但是，好演员也救不了烂剧本。,-2,-1,1,-2,-2
好平淡，故事讲完了，制作很用心，配角更好看，,-2,0,1,1,-2
就像是黄金时代中的汤唯又客串了一把，故事还及其的戏剧化，戏剧化得毫无真实感，狗屁人生哪儿有那么多巧合，狗屁人生就是残酷的毫无半点可爱。导演和编剧，经常性的忘了观众也是会思考的。,-2,-1,-2,-2,-2
真正的乱世浮生，比《黄金时代》更接地气，比《太平轮》更接近普通人。但是相比前两者《三城记》整体乱了许多，流水账感明显，精致度不够。另外看演员，汤唯总是一个模式，刘青云一脸的“我是香港人”的感觉。,1,-1,-1,-2,-2
失望多过期望，故事实在有些单薄，缺少重心。给的时长都填不满，只能一个劲的配乐来减缓节奏，除了美丽的皖南村落，没有值得留意的地方,-2,-1,-2,-2,-2
尽管片子存在许多问题，比如故事节奏冗长缓慢，演员表演良莠不齐，上海找人和香港救人太戏剧化，但也不得不承认，这样的片子国内基本拍不出来，视角的问题政治的问题人物立意的问题。其实，如果静下来慢慢品看一遍，还是可以的，没有一些人说的那么差。还是秦海璐演技厉害啊,-2,-1,-1,-2,-2
张婉婷到底是驾驭不了这种乱世大架构下小人物的悲欢。刘青云的角色应该胡军来演才合适，汤唯演的也不好。故事没有讲透，因为情节过多，导致很多戏都沦为过场，情感发展缺少足够的铺垫，真是没有什么优点。,-2,-1,-1,-2,-2
一部中国式公路片。何安下这个克师狂魔简直就是柯南一般的存在。中途有很多可展开处，都点到为止，结尾突然到像半成品。但是！可能预期不高，所以觉得是可以看看的…,-2,-1,-2,-2,-2
1，华人演员里绝对挑不出第二个张震！他要老了可怎么办！！2，吴建豪演了个什么鬼？！无关角色，他演技之做作简直和谢霆锋有一拼。3，我隐隐觉得这是个好故事，可观众的眼界还差了点道行～,-2,1,0,-2,-2
画面美术没话港，故事傻逼，旁白奇傻逼，动作场面威亚感太重，很多场景为装逼而装逼，另外，搞基都搞得落后时代二十年，这样对得起张震吗？！,-2,-1,-2,-1,-2
最炫民国风，凯歌继无极后再次气活牛顿，各种无视地球引力的奇功怪招眼花缭乱，干掉超人快银什么的不在话下。视觉上倒是大片，场景服装特效精湛，范伟吴建豪林志玲郭富城等状态不错。结构是清晰的三段式，小道士见证兄弟嫂子、师徒少爷、基友仇家间的江湖恩怨。长不要紧啊，死命卖腐让你尿意全无,-2,-1,1,-2,1
零碎的没法看了，剧情和人物很僵硬，陈凯歌推进故事的能力越来越差了，翻身无望，安心做烂片吧！！！这部戏里最好看的是郭富城！！！这部戏里最好看的是郭富城！！！这部戏里最好看的是郭富城！！！重要的事情说三遍,-2,-1,-1,-2,-2
凯歌入道走火入魔，影坛之大何处安下？故事断裂、拿不成个，特技浮夸、雷点重重，角色走马观花，功夫假大空，禅思一点儿没透出来，结尾的悟道（中心思想）变成强扭的瓜…气死人~~~,-2,-1,-1,-2,-1
想想【无极】里的刘烨和张东健，再看看【道士下山】里突然开始滚草地紧紧相拥的郭富城和张震，我确定导演还是陈凯歌。想拍一部喜剧版的【一代宗师】，结果拍成了【无极2】，故事断层走马观花，男一号是个36分钟左右就能死掉的摆设，功夫浮夸，用嘴概况主题和大道理，倒是逻辑性比【无极】强。★★,-2,-1,-1,-2,-2
论美学与意境，还不如陈凯歌自己的无极；论故事与剧情，流水叙事毫无重心；论禅思道理，流于表面止于对白。前后风格割裂，无厘头的怪力乱神忽然变得十分严肃，人物排队式登场，生硬刻板。武戏华而不实如四大名捕。当然，张震依旧出色，只是凯歌三年整出个这么个不伦不类，真的不是江郎才尽么,-2,-1,-1,-2,-1
这海报……演员名字……剧情简介……无力吐槽了。,-2,-1,-1,-2,-2
整容，失忆，狗血大片！,-2,-1,-2,-2,-2
佟丽娅老演这种2b电视剧真是自毁，，为什么国产剧老有这种三观尽毁的情节啊。李光洁结局做了自己前妻的女婿这尼玛什么玩意啊，高露角色挺好，结果为了成全男女主角就跟别人睡了，剧情完全可以是李光洁高露结婚然后两家人争着小孩这种比较喜剧的剧情，佟丽娅的角色做个大配角，还好看一些,-2,-1,-2,-2,-2
李亦男简直欠抽，看见她就想翻白眼；佟丽娅的角色也不讨人喜欢；喜欢孙笑，长得跟李光洁亲闺女似的；结尾硬插感情线，孙大雷跟黄小颍怎么看怎么别扭，一点没经济适用男里的CP感了...,-2,-1,-1,-2,-2
剧情好磨蹭，TLY演的女主好没存在感，还装嫩却已老相，烦死李亦男,-2,-1,-2,-2,-2
男主角的媳妇是前妻的现任老公的女儿，看着这逻辑就有点混乱，开公司大老板孤傲自负，被人陷害破产，患难见真情建立感情，好多剧情都可以猜出来，一般吧。,-2,-1,-2,-2,-2
我不明白豆瓣评分为何偏低，开头确实老吵架，一度想弃剧，但两个孩子演的太好太好了，感情线略累。。。。大结局是为了符合广电的伦理观给弄成这样嘛？男女主太可惜了。。。。。,-2,-1,1,-2,-2
有些情节蛮夸张，编的不合实际,-2,-1,-2,-2,-2
剧情什么的没有什么新意。两个孩子还不错。,-2,-1,1,-2,-2
怎么说呢，剧情混乱，人物设定像傻子，尤其是李亦男这个角色，经常发一些无理的脾气，嘴欠的像个破车，动不动就给他姐打电话！受不了！跳跃的看完了这部电视剧，人物关系也确实够混乱，继父的女儿本应该是姐姐的却成为了自己的后妈？2星给喜欢的佟丽娅李光洁……,-2,-1,-2,-2,-2
走马观花看了几集，就能猜出剧情了，里面普遍演技都一般。,-2,-1,-1,-2,-2
这部剧其实比同类型的虎妈猫爸好看，剧情挺有意思的，可惜看过的人不多,-2,1,-2,-2,-2
虽然故事的人物关系设置得有点极致，但讲述的情感体验是生活中常见的。还是可以推荐给大家看的,-2,1,-2,-2,-2
2015.5.3 整体节奏紧凑，人物性格特点鲜明，故事情节有趣，看的让人开心。,-2,1,1,-2,-2
黄渤不是男一号，而且角色没有性格；孙坚才是男一，却始终没有成长起来；袁泉太瘦了，并不漂亮，白瞎那么多好看衣服；倪大红的演技还是很成功的，角色也很饱满，剧情就是说教片，无感。,-2,0,-1,-2,-2
三星。除了韩子生的人物设定令人光火外，其他演员的表演都十分入戏，尤其是黄渤袁泉倪大红尹铸胜支撑了全片的最大亮点，把或正或邪的角色诠释得炉火纯青。后半段剧情逐渐拖拉，且诸多情节牵强、经不起推敲，韩子生的人物设定和表演集懦弱、无能、哀怨于一身，令人厌恶。所幸结局铺陈到位，值得一看。,-2,-1,1,-2,-2
情节不够精彩，紧张悬疑不够。冲着黄渤和袁泉看的！一般吧！,-2,-1,1,-2,-2
老娘卖的安利，好不容易看完了，不想say…剧情bug多就不说了，感情线也莫名其妙的一塌糊涂，剧本冗长节奏拖沓，更不用说什么谍战了。,-2,-1,-2,-2,-2
7分 黄渤让我看到了他另一风度翩翩的一面 剧情稍显单薄 人物刻画不够深刻,-2,-1,-1,-2,-2
演员们都很卖力，可惜剧本本身有硬伤。,-2,-1,1,-2,-2
从未见过如此风格造型的小渤哥，很骚很苏很性感很有魅力很有内涵，可惜剧本弱了点，搭档也不给力，小渤就是全身是铁，也撑不起这么一条破船,-2,-1,1,-2,-2
一部有演技但烂剧情的电视剧，黄渤和倪大红、尹铸胜三人是仅剩的看点,-2,-1,1,-2,-2
剧情非常精彩，画面拍摄也很精美。,-2,1,-2,1,-2
倪大红、武田弘一这样的配角比较闪光。但是中文日文夹杂的日语台词实在太雷。剧本设置的重复信息太多，台词啰嗦，显得冲突感不够，节奏也有些许单调。,-2,-1,1,-2,-2
剧情演技扯淡，三星全给痞到帅出翔的反派章贺叔叔(???????),-2,-1,1,-2,-2
就靠几根台柱，情节和台词好牵强。。。,-2,-1,-2,-2,-2
渤哥的演技和令人耳目一新的形象也挽回不了这部戏的混乱、不合理。实在看不下去，剧情拖沓无聊，男主光环辣眼睛。只跳着看了渤哥和袁泉的感情戏，这是我作为迷妹最后的温油??,-2,-1,1,-2,-2
黄渤有演技，但是剧情不紧凑！这类戏，还是于震更合适！,-2,-1,1,-2,-2
竹片杀人快准狠我喜欢，黄渤依旧痞帅痞帅的，袁泉真的很有味道，女人味气质都很好美美哒。主角配角演技都在线。唯一一点感觉情节偏满，有点慢条斯理。,-2,-1,1,-2,-2
总的来说剧情还不错，黄渤和袁泉、倪大红演的都很出色。但是子生这个角色简直槽点不能更多，这红色主题植入的也太明显让人快进得不能自已……结局也好贱，这是要有第二部么……,-2,1,0,-2,-2
结局讨好观众的嫌疑太甚，剧情漏洞较多，这个是作为一部谍战剧最大的败笔。,-2,-1,-2,-2,-2
终于坚持到剧终才来评分。看了一半时想着给三星足矣，如果结局编的不错就四星，但没想到结局是：拖的像便秘一样的节奏+大篇大篇的闪回，实质性的推进故事发展的情节估计连1/10篇幅都没占到……然后莫名其妙的就剧终了……只好给两星了，一颗给辛苦的剧组工作人员，一颗给能不犯恶心坚持演到最后的演员,-2,-1,-2,-2,-2
其实是个霸总言情剧吧？唯一的看点是袁老师的造型，在我看来最美的一次。看了这个觉得演电视剧确实不是最适合袁泉的选择，不过剧本写成这样，可能怎么演也救不回来了??,-2,-1,-2,-2,-2
陪爷爷奶奶看系列，在抗日剧里质量算很不错的了，不过剧情上还是没什么新意，孙坚的角色没有立起来,-2,-1,-2,-2,-2
老规矩，拖沓的要死的剧情，神出鬼没英勇无比的共产党，奸诈小人国民党，被感化最后牺牲的国民党，无论和谁都说中文的日本人，在爱情面前将国家抛掷脑后的女人和只知道闯祸要别人擦屁股的新青年。。。,-2,-1,-1,-2,-2
黄渤演技不错，只是声音总让人联想到以前的痞子角色，太让人出戏。另外剧情的漏洞也挺多，有点遗憾了。,-2,-1,0,-2,-2
剧情曲折，黄渤袁泉、倪大红、孙坚、潘之林等演员演的都很棒。大赞黄渤。,-2,-1,1,-2,-2
片子欠火候，故事表演都有短板，三条线索很混乱，导致结构失衡，既然可有可无，那还不如不要。井柏然演技略浮夸，不像被拐孩子，致使高潮段落让人感觉莫名其妙，但是本片的摄影很棒，有几个镜头真心赞…华仔真是老了，为了这部片子也是拼了，扮相演技都不错，可是一开口就出戏，港台腔实在是违和啊…,-2,-1,-1,1,-2
1.没亲爱的好看，为啥，没人家那么狗血啊！2.一半的时间在无聊，一半的时间尴尬症发作！3.刘德华和井柏然是一对吧，一定是的。。。睡一起，洗车玩水play，只差捅破那层窗啦啦啦！,-2,-1,-2,-2,-2
国产片中还算不错就给四星吧。导演自己也知道这是无望的事所以依赖虚无的佛教因缘开解观众。女婴那条线可有可无。演技都还可以就是港台腔略不适。井柏然演技还可以就是完全不像乡下修车店小哥。以上，公平公正理性客观。,-2,0,0,-2,-2
演员的演技是没有问题的，但是剧情实在是太糟糕，不知道是不是剪辑的问题？,-2,-1,1,-2,-2
看过《亲爱的》之后没有发现更亮点，倒是汽渡上两个武汉男匠为刘德华要不要找孩子这事都能扯个皮，这个剧情有点太写实了。不过刘德华真的值得赞赞赞。,-2,-1,1,-2,-2
怎么这么多差评，我觉得拍的还不错啊，有泪点有笑点有景点，里面的演员演的也都挺好，虽不是什么大菜，但也是风味俱佳的养胃粥。,-2,1,1,-2,-2
除了题材值得鼓励，几无可取之处。大概想拍成一部文艺公路片吧，可惜创作者能力实在是……无论剧情设置、节奏、冲突方方面面都毫无亮点。倪景阳的部分好像片中长出的怪胎，非常违和。整个故事也建立在一个过度人为的设定基础上，甚至连预期的煽情都很难做好。这才觉得《亲爱的》挺好。刘德华造型不错,1,-1,-2,-2,-2
1.他不说话，还有点像农民，他一说话或者镜头一特写，在很多电影里演过刘德华的那个刘德华又来演刘德华了；2.故事张力本身就薄弱得跟渣一样，即便是真人真事，扣掉中间70分钟刘、井部分，倒不失为一部好的短片，片名叫《希望前夕的崩溃》；3.井柏然可塑性不错，刘德华求你一直耍帅到八十岁…,-2,-1,1,-2,-2
"亲爱的侧重丢孩子的惨，是好的商业片。
失孤拍的零碎，商业和艺术上都不算很出色，但乐观向上、努力煽动观众帮忙寻子的热情，是好的公益片。有关注到寻子父母的心理建设、没编失身桥段之类给原型带来困扰的内容，及片外话题宣传的正面影响加一星。
PS.刘德华缝补海报和缘尽时的表情动人，春晚回家的路也真挚。
觉得是他生涯最佳演技表现。完全是老家亲近的农村大爷，表情到动作每个细节都好，老艺术家水准。相信电影节评委如果熟悉内地农村的话，会给他多些奖项。",1,1,1,-2,-2
有主题没情节，靠的就是俩主角深情款款的矫情鸡汤台词推动故事，基调也怪怪的，一下基一下煽一下又搞，总之就是一通深情款款又虚头巴脑的人生感悟PPT，没有故事和人物撑底，情感代入基本为零；刘德华的口音和井柏然的造型太出戏，天王智障式的演法逗乐了很多观众，嗯，应该是肯定的那种乐，吧。,-2,-1,-1,-2,-2
首先得承认这是一个好故事。但好故事不一定能讲好。+1这是一部靠华仔撑起来的片子，有华仔的引导，井宝的演技也进步了，但台词功课还需要努力学习。台词那么水水的一个好故事算是毁在剪辑手里了。三条线，剪辑一塌糊涂。导演功力，依旧是开头雄心壮志，展开故事线。中间慢慢失控，节奏乱套到结局收不住,-2,1,1,-2,-1
又名《澡堂一夜之失恋》，剧情走向这样的：刘德华与井柏然→相遇→相视→相救→泡澡→相拥→撒娇→睡一起→在一起→吵闹→分手→复合→吵闹→分手→睡一起→复合→手拉手→分开→失恋→分离.....,-2,-1,-2,-2,-2
新闻拼凑感太重，“找”和“寻”两方交叉和展开，交叉的只有基情不见火花，展开的情节琐碎情感断裂。刘德华的张口和井柏然的造型完全脱离现实，有些不该笑的地方突然就打断了本要堆砌的情感，留给观众的只有假惺惺的文艺腔调。,-2,-1,-1,-2,-2
刘德华演得真的很好，投奔怒海之后最乡土最有突破的演出，井柏然的小米2一直出镜不知塞了多少钱，剧本立不住最后没来由的说起了缘起缘灭，对母题是为赋新词强说愁的味道。最后的最后，还是值得进影院的,-2,-1,1,-2,-2
不说倪景阳的部分何等的突兀，即便是老少两男主都没有在情感上达到统一，怎能让人投入！情绪累积够了造细节能煽情，情绪没到还乱入意境式的文艺那就是矫情！剧本问题多，演员选择差，剪辑碎片化，最可怕的是没！有！主！题！连个核都凸显不出来，怎么能有好的社会效应，说题材就值满分别闹了！差评！,-1,-1,-1,-1,-2
看评价才6分还以为是大烂片，看过觉得还不错，导演功力是弱了点。但是故事很好，演员也不错。吹毛求疵的人非要和《亲爱的》做比较，那跟父母拿你和“别人家的孩子”对比有什么区别… 主创有诚意，影片质量还不错！,-2,-1,-1,-2,-2
不少人冲着刘德华演民工这噱头进场，看了刘与井柏然的忘年恋。两人结伴而寻、泼水嬉戏，诡异配乐推波助澜，台词基到没谱“你要为我负责任”“你跟紧我嘛”。人贩子剧情线单薄到无存在必要。找到亲生父母，养父母的情感交代却完全空白。时感人时雷人，全靠刘的演技撑着，跟《亲爱的》没法比。5/10,-2,-1,-2,-2,-2
缺点是吴君如、倪景阳的故事线太累赘、台词水、剪辑很混乱，优点是表演真挚，故事模式讨喜，颇具真实感的情节比《亲爱的》的滥情好出了不少，这个题材不是一定要哭天抢地才能感染观众，反而平平淡淡才让人深思。,-2,0,1,-2,-1
假惺惺的文艺腔调。。编剧创作能力太低，剧情 亮点 都没有亮眼。,-2,-1,-2,-2,-2
虽然内容刻骨铭心，但是实话，华仔演不了这个。,-2,1,-1,-2,-2
灾难式编剧和剪辑展现出支离破碎不知所往的茫然，人物关系苍白莫名，丢孩妈妈那些戏就像是先锋戏剧里截来的。混杂着《感动中国》似的正气和煽情，所谓地气就像华仔的泥妆一样假。电视剧编剧出身的导演实在没技法，镜头长得毫无意义。相较而言《亲爱的》起码是完整故事和立得住的人物。,-2,-1,-1,-2,-2
想法和立意都很好，可惜落实得太差。最大问题选角很崩溃，刘德华的港腔井柏然的东北口音分分钟让人出戏，念对白一样的表演单薄无力。本来很好的三人寻亲线索，女人的线完全成了鸡肋，莫名其妙不知所云，只负责让人起鸡皮疙瘩的煽情。当成公路片来看，摄影包括航拍都可圈可点，领略了发展中的国家样貌。,1,-1,-1,1,-2
一个写不入流电视剧的女人来拍电影，讲故事能力无限接近零，剪辑配乐也统统烂到难以直视，靠什么忽悠来刘天王的,-2,-1,-2,-2,-1
三星半。故事是好故事，关键是如何去讲述一个好故事。幸亏有刘德华，撑住了整部片子，不过那口音着实让我频频出戏。最后僧侣的出场应该是绝望之余寄托于宗教信仰的意喻？相比同类型的《亲爱的》，还是差一个黄渤的距离。,-2,1,0,-2,-2
本来是个不同于《亲爱的》的角度，挺好。但这么现实冷酷的题材，总搭配一些过于文艺化、戏剧化处理（跳河、抓人贩、大团圆），总觉得不真实。修饰太多，反而遮遮掩掩。可惜了刘天王的诚意。,-2,-1,-2,-2,-2
好题材+烂剧本+总让人无法入戏的大牌演员=68.37%的国产电影现状,1,-1,-1,-2,-2
叙事平淡乏味拖沓，配乐居然有点惊喜，那个母亲的设定很突兀。,-2,-1,-1,-2,-2
差口气，故事讲的零碎又刻意，井扮相太帅不符合对城乡结合部修车小青年的预期，倪那道线可砍掉，洗车嬉水可砍掉，俩人在闹市区两次走散可再强调，吴君如的人贩子眼神压倒一切，以及再多不满，为了特意整的牙烫伤的腿稍有进步的台词，还是五星。,-2,-1,1,-2,-2
《失孤》作为一部立足父爱根据真实事件改编的打拐题材电影，自身蓝本的高度注定了并不会欠缺亲情予人的感动，但所做也就仅只是止戈于此，过于平铺直叙的剧情，空洞生硬的渲染，电影虽能着点于细节的刻画营造，奈何剧情性的匮乏，使其单有其形，却难见那本真的神态。,0,-1,-2,-2,-2
内容单薄，叙事零碎，转变生硬，风景比故事多。中间两个人的关系变得很是奇怪。,-2,-1,-2,-2,-2
导演对意境的追求得到了较好的体现，画风充满唯美与诗意，主演都很用力并且多数的效果都不错。但电影的整体结构还是有些缺憾，导演在叙事和人物上追求的过多，导致结构失去了应该有的取舍和平衡。虽然立意不同，但相比同一题材的《亲爱的》还是逊色一些。,-2,-1,-2,-2,1
摄影李屏宾，配乐Zbigniew Preisner都是大师级，但也只是中规中矩地发挥，尽量靠近主题，简洁克制并不会太煽情。弱点还是故事是太单薄了，哪怕是真人真事改编，这是导演功力的问题。各种线索和情节的拼凑，人物又站不住，剪辑太碎简直帮倒忙，一个好好的题材被毁。这也是和《亲爱的》差距所在。,1,-1,-1,0,-2
一盘散沙，支离破碎。表演(刘天王的农民扮相真的很土)大于文本(寻子与寻母的双角色设置，本该更加饱满人物的情感互射)大于导技(各种情节的胡乱拼凑，杂乱的剪辑点，原声的过度使用以及各种矫饰的故作诗意的废镜头)，完全失败。真是的，你们什么不好拍，怎么都要去拍这么沉重的主题。拍得又这么难堪！,0,-1,-1,-2,-2
演员在线，故事emmmmmm，不可。,-2,-1,1,-2,-2
片子唯一的可取之处就是摄影，编剧功力太薄弱，各种出戏，几乎拍成了忘年爱情故事。不过还是为了刘德华多打两颗星。,-2,-1,1,1,-2
华仔真心蛮拼的，可无奈不会讲故事的导演把电影拍成了加长版PPT…失望啊,-2,-1,1,-2,-2
沙滩上抢车那场戏真是编剧的胜利。,-2,-1,-2,-2,-2
后半段失控，糟糕透了。剧情走向十分生硬。本以为整部片子会用力过猛过度煽情，结果还没有感动可言。华仔还行,-2,-1,-2,-2,-2
★★☆刘德华的演技全靠化妆卖苦吗？立意和出发点是好的，但是故事真是讲的一塌糊涂，好端端一个回归电影。,1,-1,-2,-2,-2
题材值得鼓励，但剧情上不够饱满，一场看下来没什么记住的点，想煽情没找对地方,1,-1,-2,-2,-2
“亲爱的”130分钟都嫌短，“失孤”100分钟都觉得拖延时间，这就是大陆导演和香港导演的差距么，华仔演技值得肯定，奈何导演掌控力不足，剧情太弱，毫无说服力可言，更别提想要给观众心灵上的震撼。,-2,-1,1,-2,-2
题材挺好的，几个故事的交叉做的也像模像样，但是选角实在太蠢，只能说华仔已经尽力了。。违和感太严重,1,1,-1,-2,-2
其实我觉得这片的设定是比亲爱的优秀的，但是槽点太多了竟不知从何下口，不煽情我理解，但是为什么可以把这个题材拍得这么差！？剧情太散，中间那段打情骂俏戏到底想干嘛？灾难性的演技，从井柏然到路人甲。我本来是真的想吹一波我老刘，但是实在开不了口，这样吧，他造型真的挺好的。。。,1,-1,-1,-2,-2
剧情拖沓,-2,-1,-2,-2,-2
剧情弱智 女主弱智 善良真的不是蠢好么 一天到晚要找是谁杀了你爹 对江余情绪起伏也太大了 赶紧结局吧 我就是吃饭消遣看看 冲着颜值去的 刘恺威还不错 郑爽演技好多了,-2,-1,0,-2,-2
唉不想看下去所以纠结不想标签在看，开局布得这么大以为家族恩怨，结果第三集大boss居然下跪还挂了。。。太不坚挺了。。。剧情也趋向脑残，不忍目睹！,-2,-1,-2,-2,-2
剧情挺好看的    彩虹好漂亮,-2,1,-2,-2,-2
爽妹子在这部剧里面挺美的，情节拖沓，没意思，但是勉强能看吧……,-2,-1,-2,-2,-2
