content,主题,故事,人物,影像,效果
看的时候我一直很想笑，每一个镜头都那么处心积虑，每一处台词都那么不伦不类，到那首英文歌出现时我简直憋不住要笑场了。。因为太做作，太假，太端正，太模仿。就像在看一本蹩脚的翻译体小说。连好好说话都不会，就开始玩多线和倒叙闪回的叙事策略，整体立意也不高，里面吃的东西和穿的衣服倒是不错。,-1,-1,-2,-1,-2
请问导演从第一部装逼到现在还没有装够嘛？一味追求所谓的格调和逼格，人物符号化比老徐还厉害，打乱时空不过是因为讲不好故事而出的权益之策吧？导演心里的恶趣味昭然若揭，几个俯拍镜头倒是美得惊人。大概会是文艺青年新宠吧。,-2,-1,-2,1,-1
依然是非常导演型的作品，算得上今年最有腔调的一部华语电影。非线性叙事，将万种风情的民国上海众生相尽情呈现，称得上最具中国特色的浪漫主义黑帮片。全片美学之考究，优雅的呈现生存与毁灭，情欲，复仇。表演、摄影、配乐、服饰、上海话都是华丽丽的精致。浅野忠信太TM帅了！！,-2,1,1,1,1
陆先生、戴先生、张先生、吴小姐，所有人物都没有真名，都是时代的缩影。摄影好，音乐赞，连混乱的叙事逻辑也别具一格，整部片子透露出一种很奇怪的感觉，真的很奇怪，要再刷一遍才敢下定论。,-2,0,-2,1,-2
从开场、情节、篇幅来说，浅野忠信都是唯一男主角，又坏又丰满。棒极了。明星很多，但不似红色大片单纯堆叠，也不相互倾轧，各司其职各有贡献。前面担心跳跃的时间线是导演任性，到后面觉得这样很好。唯一的不满是吴语配音。配乐跟拍摄风格合拍，都很现代。值得一看。,-2,-2,1,1,-2
点映，导演是个实在人，电影很美。其实特别想问一个问题，如果三十年代的悲剧都可称之为罗曼蒂克的话，那么我们这个时代的罗曼蒂克又是什么。,-2,-2,-2,1,-2
两个接续镜头都要故意跳剪，手法有待商榷。但是片子很有腔调，台词和剧情的互文非常多，值得细品。程耳用店小二拔枪这场半秒钟的戏告诉我谁是卧底，我真心谢谢他看得起我的智商。浅野忠信吹口哨固然是程耳精妙的设计，但他本人的演技气场也不可多得，希望以后还能有机会采访他。郭思达音乐很棒。,-2,1,1,0,-2
李仁港的美工那是真不错，场景设定、墓穴机关真心赞，上古文明+工业美感，特效场面前后不一，前面很唬人，后面效果就不行了（是不是没钱了）。故事顺风顺水，节奏不错，探险情节很刺激，人物一般，三叔出彩、王胖酱油。 然后，瓶邪党福利来了，赤裸裸的CP感，但我不喜欢这样的卖腐,-2,1,0,1,0
3.5.没看过原著，所以没有什么心理预设。人物身份转换太生硬，还是不会用画面营造气氛和叙事。前面因为有情节层次变化，还好，到最后，故事老在一个层面，光靠打斗和大场景叙事的缺陷就暴露了。李仁港这次机关玩得确实过瘾，拍摄大量细节，中间有些地方玩味的很有趣，视觉效果也过关。,-2,-1,-1,1,-2
摄影和美术非常有风格，看得出创作者的设计和心思，好几处借重庆这个城市的特殊性拍出了一种都市美感。结尾一场高潮戏拍得很冷峻，氛围悲怆最后竟感动了。喜欢交代了身份有工作有家庭的角色，感觉这四人演得都很自然流畅，演这样的电影就像一群相熟已久的好友一起做了一件事一样让人有种放心的舒服。,-2,-2,1,1,-2
前半段细腻铺垫，后半段热血爆发。快速的剪辑、酷炫的平移长镜头、张弛有度的配乐为影片增色不少。本片的故事够离奇，几次反转也颇有些看头，虽然有些细节经不起推敲，结局也略带狗血，但都不影响剧本算是华语电影里的优秀之作了。几位主演的重庆方言不出戏，陈坤被揍成猪头还是男神，劫匪小哥都太帅。,-2,1,1,1,-2
吸引人的主要是青春往事与迷影情结，包括确实试图将剧情融入重庆这座城市。同时，花哨的剧作以及熟悉的影像风格，也能获得加分。只是，太过草率的剧作处理，让这片子的剧情完全没法细想。原本应该压缩到一天的故事拖得太长，也拖出了太多漏洞。只是，仍想鼓励下杨庆导演，毕竟，他有想做出自己的风格,-2,-1,-2,1,-2
集中场景部分处理得很好，前面略为拖沓，暴力展现很NB啊，没想到尺度这么大了，火并场景有点致敬老男孩，白百何计划中陈坤面对银行的背影，很像黑暗骑士开头的小丑，运镜方式都一样,-2,-2,-2,1,-2
好坏都很明显。优点方面：重庆拍得很美，风格化叙事，摄影见功力；巧妙的方言黑色幽默；缺点方面：节奏非常不顺；转场十分生硬；动作设计血腥有余但明显不合理。劫匪情节设计很糙 #明显有杜琪峰，盖里奇，朴赞郁的影子，以目前国产电影的标准看，非常好的片子#,-2,0,-2,1,-1
三星，郑钧自己的半自传故事，很俗套很鸡汤的故事，但也很单纯，藏族高原下纯正的为梦想而执着的心灵，整体还是偏向于孩子们，画面效果值得肯定，歌曲虽有喧宾夺主的感觉，但歌都真心不错啊，个人好喜欢猫王,-2,0,-2,1,-2
音乐和梦想虽然老套路，还是挺燃魂。画风较简单粗糙。,1,-2,-2,-1,-2
剧情傻乎乎的但居然很完整。动画做得不算精致但至少流畅能看，细节很少但人物还算生动。狗尾巴随着节奏摇打拍子、指型还有猫弹钢琴的摁键似乎都蛮像样的。斗琴最搞笑，豹子可以用尾巴大横按。这要是个不低幼的正经音乐片该多好。心里打分一直在6还是7浮动，最终还是觉得没有那么好也没预想的那么遭。,-2,0,1,0,-2
当作新疆的风光片，伊犁的风光片，棒棒的   #CCTV6,-2,-2,-2,1,-2
新疆风景不错，当作风光片看挺好。故事本身还行，有些情节有点夸张，拍摄也是，想走唯美路线，但是效果太差，比如女兵误撞男兵洗澡，以及最后解悄然死的时候，以快乐反衬悲凉的手法太闹了。,-2,-1,-2,-1,-2
这剧情真是夸张吧？美丽的风景美丽的人，拍摄各方也够品格，就是这剧情呀，吓人呐,-2,-1,-2,1,-2
一星给郑招娣的颜值，一星给伊犁好风光，剧情实在毁三观，从抓阄婚配起,-2,-1,1,1,-2
太过追求电影美学和技巧，而妥协了剧情与节奏，注定与市场无缘。,-2,-1,-2,1,-2
摄影美术乃至演技都无大碍，剧本想讲的是个大格局的故事，可惜矛盾冲突都是什么高考、分快慢班、抢包子，那个去当兵的角色理应是最亮的一个，可惜用的笔墨略少，最后紫云被强奸的段落很生硬。王紫逸演戏真的挺灵的，期待。,-2,-1,0,0,-2
3星＋半星私心。拍摄的形式感营造出了美好的画面感，可惜刻意感的抒情，平补秩序的剧情和无张力感的表演搞出了如此轻佻感的电影。私心留给拍出的80年代以及当时青春的质朴感，怀旧调子的细节虽略显硬插和刻意，但营造的还算成功，使人浸泡在回忆里,-2,-1,-2,1,-2
优缺点都过于明显，演技、台词都是灾难级，奇差无比，但是剧本思路、服化道、摄影，都可圈可点，甚至拍出了史诗感。很可惜，也很奇怪的一部电影，导演的综合能力还是太重要了,-2,1,-1,1,-2
剧照师出身的导演罗冬在摄影方面自然是拿手的，机位构图都唯美且考究，张叔平的美术设计和关锦鹏的艺术指导，也给影片的文艺范儿增色不少。但是故事并没有讲好，导演太看重氛围的拿捏了，导致了前90分钟的冗长，以及后10分钟冲突爆发的跳戏和尴尬。复古范儿的营造和BGM都不错，黄龄那个角色很婊很亮~~,-2,-1,1,1,-2
阮经天1星，路途见到妈妈那场戏戳泪点1星，叶童金小姐的人情味和黄龄kate的婊气1星，美术服装精良1星，音乐1星(1首似水流年就值5星了)，构图摄影1星，杜鹃最后爆发戏眼泪都没一滴扣1星。现世有人敢拍不太可能票房大爆的文艺片已经很不容易，豆瓣评分别再度低估一部算是用心的电影，5分给理想主义者,-2,-2,1,1,-2
摄影和美术还不错，其他一言难尽，生硬的文艺腔。,-2,-2,-2,1,-2
真觉得还行，虽然有不少可以吐槽的地方，好多失控的部分，但美术和摄影、配乐全程可圈可点，对处女作而言制作极为精细。导演有想法、剧本也有诉求。试图用永不过时的《了不起的盖茨比》故事模式来解决中国人的问题。虽然导演能力尚且不够，不过这类借通俗爱情片外壳的严肃作品出现在院线，鼓励为先。,-2,-2,-2,1,-2
剧本演员烂，配乐摄影美术不错。,-2,-1,-1,1,-2
中外恐怖片大多成本低廉，制作粗糙，看这部电影也许会让你的看法有所改观，画面特效绝对的惊艳，制作用心，有大片的感觉。比大多数电影都要美，也比大多数欧美恐怖片好看。点映第一次见到心如姐姐本人，好开心。,-2,-2,1,1,1
反正结局一定是没有鬼的，所有的一切都是因情而起因情结束，恐怖片也算不上有爱情还有点矫情，偶尔有点尴尬。不过一切的布置背景和服装还算是可以，导演还是用心尽力的。,-1,-2,-2,1,-2
服化道和场景还是很精致的~然而剧情还是惊悚不足，充其量是悬疑吧~,-2,-1,-2,1,-2
一点需要动脑筋的情节都没有，演出来的戏份还没有剧情简介多，好几处台词尴尬癌晚期，是删了多少。两星全给美术，布景造型真不错。不吓人，连音效都没有，夏文汐的角色让惠英红来演多好！来看华哥的，结果华哥演的也没魄力，sosad,-2,-1,-1,1,-2
看完才发现是真的不错，起码相比一些垃圾电影来说能把故事讲述的很清楚，再加入一些爱情和亲情，我觉得很完整了起码，场景和人物的表演也属上乘！回头再来打分，我还是给5分！那些瞎鸡巴乱搞的，搞清楚先，这本来就是一部悬疑惊悚片！！！,-2,1,1,1,-2
场景制作精良，服饰更是华丽，抛开了以往惊悚片的粗制滥造，特别是人物内心的表现，将内心的恐慌和束缚表现的淋漓尽致，恐惧片的实质下，是一个故事片，故事情很丰富，值得一看的电影！,-2,1,1,1,-2
华语惊悚片三铁角组合的电影必看，画面非常美，3d效果超赞，良心之作，强烈推荐。,-2,-2,-2,1,-2
画面拍得挺美啊,-2,-2,-2,1,-2
和前作没有任何关系，剧情比较老套，好在两位主演演技在线以及画面美，逻辑也还算通常，合格的一部爱情片吧。,-2,-1,1,1,-2
"嘻嘻 自己烂不要紧，只要别人比你烂，又在假期档，票房就能一路飘高。杂乱无章不知所谓的剧本，
把个个演员弄得油头满面的摄影化妆和电视剧美学糊满全片，各种三观不正的爱情理念再加各路矫情。槽点实在太多，以及，应该叫《澳门遇上洛杉矶》。",-2,-1,-2,-1,-2
景美、人美、音乐也美，故事一般,-2,0,1,1,-2
画面很优美，故事情节适合小朋友，大人看会觉得有点枯燥。,-2,1,-2,1,-2
套路剧情加人物塑造不行是硬伤 更别提这糟糕的调色了,-2,-1,-1,-1,-2
画面一级 故事套路 台词尽力 给个鼓励la,-2,-1,-2,1,-2
取材奉化本地真实史料 不同于一般主旋律电影 通过主创人员的二度创作 该片极富艺术张力的故事脉络 加入了爱情 谍战等商业元素 从而加大了影片的可看性 片名寓意为雏鸟长大 飞上广阔的天空 是为了纪念竺梅先夫妇的抗日救灾的爱国情怀和救助灾童的感人事迹而拍的 主要场景再现了年奉化国际灾童教养院原貌,-2,1,-2,1,-2
国内水准的惊悚片，画质到剧情都是。随便看看，没太多其他可以评价的。,-2,-1,-2,-1,-2
真的是部好片子，镜头的来回转换表达人物心境，中间开始到最后几乎一直在流眼泪，没有高成本巨制，但是触动人心，画面超级美。力荐,-2,-2,-2,1,-2
故事还是不错的，但有些镜头不知道为什么拍成这个样子，另外周一围说的没错，朱丹确实演得不好,-2,1,-1,-1,-2
强行文艺！狗血的故事，混乱的剪辑，尴尬的台词，还要重映？想钱想疯了吧？！,-2,-1,-2,-1,-2
三分给摄影,-2,-2,-2,1,-2
看扫了一下，画风和人设实在无法接受，简直是糟蹋了传统文化。当看到片尾有多达九位编剧，我只想问候这些奇葩们，九个脑袋就想出这样的破故事？写出这么无趣的剧本？,-2,-1,-1,-1,-2
剧情太过低龄化 画面也真的不敢恭维。不要说什么国产技术就是这样的丧气话 有大圣有大鱼有年兽这些片也可以看得出我国的动画产业不会这样水皮。一星给正能量。,1,-1,-2,-1,-2
画面和剧情低龄化，适合儿童。,-2,-1,-2,-1,-2
牛朝阳监制的神作 画面看上去至少不粗糙 故事太雷人 就是治疗一个女精神病并且拯救了一所打工子弟小学的故事,-2,-1,-2,0,-2
看了三遍，叙事节奏有点乱，不过谁他妈care节奏啊，文物的特写镜头实在太美太带劲了，我现在就要去学轻功，毕竟人活在世界上几十年，不去故宫偷点什么说不过去吧，真想把王津老师本人偷走。,-2,-1,-2,1,-2
影片拍摄手法人物刻画及场景体现实在不敢恭维，但是主题思想和故事叙述很到位。逐渐体现出了中国文化及老北京的韵味儿。我觉得这是很好的开始，只是希望国家投的钱可以多多用在实物上，文物修复师们的工作环境真的也需要好好修复一下了，我想这对工作人员将会是身心的鼓舞，对文物也会是另一种保护！,1,1,-1,-1,-2
蛮有品位的制作，第一人称视角有代入感，穿插的空镜头和运动跟拍，一静一动相得益彰。重点表扬一下打光，精准的光感间接提升了多场室内戏的演出水准。就不说本片像哪些片子了，一说就剧透。,-2,-2,-2,1,1
被朋友安利的一部电影，虽然平时很少看这种悬疑类电影，可能也是因为国内这种电影的质量普遍不高，但是看了这部电影让我刷新了对国内悬疑电影的印象，导演的想法很独特，也看得出拍摄很用心，情节设置的很烧脑，刷一遍是不行了，得叫上朋友一起烧脑,-2,1,-2,1,-2
一部非常走心的诚意之作，和国内的大部分惊悚悬疑片都太不一样了。拍摄手法比较特别，摄影灯光、演员表演都比较讲究。人格分裂只是电影的外壳，电影所展现出的，人物内心的挣扎与疏离才是让人深思的部分。虽然并不完美，但其中可供挖掘的部分似乎不少，值得二刷。,-2,-2,1,1,-2
一直比较喜欢这种人格分裂的题材，国外有很多经典影片，国内佳作却寥寥无几，这部电影还不错，比较真实，看着比较入戏，摄影感也不错。,1,-2,-2,1,-2
其实真正的鬼都是自己的内心在作祟，能拯救自己的最终只能是自己，拍摄的手法纪实，相同经历的人会感同身受，剧情的配乐加表现形式感觉有点惊悚。,-2,-2,-2,1,1
剧情还行，节奏紧凑演技凑合，外景美术很好，感觉导演是比较用心了。双男主的cp不腻歪，又甜又直的。但是心理学真的好神棍，也有一些bug不过瑕不掩瑜。白羽瞳的演员乍看不咋地，但是动作戏太拉好感了，喜欢帅气干练的款。,-2,1,1,1,-2
问题是有的，但是瑕不掩瑜吧。题材不容易改啊，画面还是美的。值得鼓励！！,-2,-2,-2,1,-2
影片拍摄得紧张还是值一星的,-2,-2,-2,1,-2
什么鬼？女主身材吸睛，拍摄镜头太差了，经常以为小女孩丢了，前半部闹鬼，后半部绑架的恐怖片,-2,-2,1,-1,-2
西宁成龙影城2016.7.24.11:15am 声音做得很细，蝴蝶翅膀拍在老人指尖的场景很动人。适合放空的影片。,-2,-2,-2,1,-2
一人一狗的琐碎生活为记录题材，镜头自然完美融洽当中，焦点准确捕捉活动细节，无需言语亦能感受画外音；动静组合的空镜表达孤独，用动物嬉戏交配反衬老人的寂寞，画面意境表现出色；但作为传统摄录纪录片，留白让观众体会日复日乏味的重复，声画掌握有度从而降低沉闷感，但仍会略显单调。,-2,-2,-2,1,-1
不錯，我曾在火車、汽車車窗外見到的那些鳳尾竹裏可能就有這麼個老人，這麼生活。導演映後說基本是真實無干預，包括狗的出走，但除了最後與竹子的搏鬥以及埋狗鏈，這一段在片子的節奏裏似乎是需要的，但看的時候也覺得疑惑和懷疑了。紀錄片的真實性真是值得反復思考的題。最後，取鏡迷之切近有待商榷。,-2,-2,-2,-1,-2
[老人与狗]用一个小时的时间由内而外又到内地挖掘人物内心以及外在对其的影响，自然与社会的变化在动静皆宜的镜头里栩栩如生，佳片。,-2,-2,-2,1,-2
无聊，拍摄对象无趣，导演的展现也很无趣。,-2,-2,-2,-1,-2
一部剧情片伪装下的纪录片，简洁而沉闷，有刻意的情节设定和泛滥的特写镜头。,-2,-1,-2,-1,-2
每一天都在孤独的吹爆将夜，真的热血，拍的真的美。但是根本就不火……大家都说，质感和高级的幽默感以及复杂的世界观真的很难取悦广大电视剧观众，青春、热血又中二什么的，也并没能打动年轻观众群体。但还是要为孤独的追求品质，却因为无法赢得掌声而焦虑的片方鼓掌一下下……,-2,-2,-2,1,-2
看了4集，先说说优点:1.实景拍摄，风景真的很美2.服装，道具，化妆都很用心，贴合实际3.演员大部分表演到位4.特效还过得去。缺点:1.男主角演技还有待提升2.剧情剪辑得太乱，想讲的太多，没看过原著的可能有些晕3.有些场景可以处理得更好，像送公主回长安途中修行者的战斗。,-2,-1,1,1,1
妈呀，陈凯歌他儿子简直是全方位低配版吴亦凡，演技一样差，连声线都一样，当然台词也一样差，我的两星就给实景拍摄吧，虽然祖国大好河山美，但是拍得很丑，摄影技术完全赶不上曹盾,-2,-2,-1,-1,-2
演员不评价，剧情不清不楚，服道化很美很讲究，本末倒置了,-2,-1,-1,1,-2
男主竟然是个照骗，嘴凸真碍眼，演技太差，不分场景地挑眉。实景和特效能给一星吧。剧情穿插辩论赛，台词云里雾里的,-2,-2,-1,1,1
竟然不错，我觉得挺好笑，并不是说有多么好，而是今年贺岁档的其他片子实在不能看。故事改编自红衣女郎，有着原作的底子故事还是不错的，天南海北几位喜剧演员的烂仔帮笑料，还是属于屎尿屁那种。中产阶级的平淡生活中的绮梦，就像片中飞舞的火红连衣裙。摄影很好，很纯粹的喜剧片，这个要加分,-2,1,-2,1,-2
画面太丑，镜头枯燥，梗都比我还老，全靠演员自强不息，该给闫妮造型师加鸡腿。强行出现的好色老师和大姑，编剧太偷懒，以后这种生日惊喜梗拍不过零零发就别拍了。全场爆笑，后半程看得我不耐烦，三观不算恶心，但技术上太软,-2,-2,1,-1,-1
导演讲故事的手法比较不错，包括镜头，演员表演都要比其他网大优秀很多，剧本前端过于平淡，结尾过于仓促起伏不够大，整体优秀，点击率并不乐观，看来是缺乏宣发营销，为何视频网站净推荐些垃圾网大，这样的片子应多多推荐！,-2,0,1,1,-2
"主要情节还没展开呢，就露出了烂片的本质！
这么好的题材拍成这样子真是痛心！
电影节奏感和镜头的角度差强人意，但是演技太尬！
为电影的英雄原型打两星吧～
如果为了这个电影，一个标点符号都不想说！
",1,-2,-1,0,-2
我觉得还好，没有网上说的那么差，就是情节有点乱看的有点懵，但是还好，完全不是一无是处的，特效很棒场景很美，但是大婚的时候刘亦菲造型有点雷，最后散场时好多人说这就没了啊，还有人说，怎么和电视剧还有小说不一样，然后感觉结局有些仓促，有点不懂，别的就没了，还是可以的,-2,-1,-2,1,-2
        没有看过电视剧和小说，所以故事看得一头雾水。二颗星是给数字视觉特效和摄制人员的辛苦。,-2,-2,-2,1,-2
故事，凡是去看的，大概都是知道前前后后的。讲讲其他，表演很低廉，服装很粗糙，感觉都是化纤的，一摩擦就起静电。。美术很魔幻。。那些布景，总觉得像在看山寨版的霍比特人,-2,-2,-1,-1,-2
电影没上映就一直在宣传特效，不得不说这次的特效，布景真的很美很漂亮。刘亦菲杨洋颜值没的挑，个人感觉还不错啊，看到好多人打一星，好像不至于那么差吧。还是值得一看的,-2,-2,1,1,-2
最他么讨厌这种花花绿绿的画面，很廉价很俗气，这种电影真是只适合那群脑残粉看，跟小时代没啥区别,-2,-2,-2,-1,-2
电影的画面很美，服装真的很漂亮，仙女姐姐就是不一样，太养眼了，导演也很用心，抄袭的是原著与电影，演员都没有关系。值得一看,-2,-2,1,1,-2
老哥，拍成这样略尬了吧这简直是看了开头就等于看了结尾呀，以及所有追击爆炸枪击等场面都假到无力吐槽。btw神仙姐姐虽然真的颜无敌，但是演技真的，还是无力吐槽啊，捂脸，每一幕都感受到那用力的演技，这让我想起了在他来了请闭眼里的马思纯，再次捂脸。,-2,-2,-1,-1,-2
大背景下的小故事，一直比较喜欢抗战片的我，觉得这部电影还是挺不错的，配乐很赞，场景也很棒,-2,-2,-2,1,-2
电影本身一般，比较平淡，没脱离出什么套路，基本都可以想象到。男女主角演技过关，但是觉得剧情尤其台词设计有点尴尬。镜头都很美，也很好的通过音乐去营造氛围。最后三行字，大概意思是当年在浙江省哪里哪里发生过这样的真实事件，这里最让我难过。,-2,-1,1,1,-2
画面很美，音乐好听，看过的最用心的国产动画。,-2,-2,-2,1,-2
画面一流，卡拉萝盛开、火山喷发、沙漠变海的效果真心不亚于好莱坞，故事一般，但比起第一集来说文本上有很大进步，最起码比较流畅。但问题是角色形象不讨喜，创作者脑洞有点大，角色造型奇怪 ，小黄人为什么全球风靡，因为形象好，本片画面再优秀但在造型方面吃了不少亏,-2,0,-1,1,-2
画面还是挺美的，故事情节就地地道道是一部只能给小朋友看的电影了。观影环境还是比较恶劣的，因为周围都是小朋友。。。,-2,-1,-2,1,-2
陪小朋友去电影院看的，画面很美，其他的……不说也罢。,-2,-2,-2,1,-2
只有画面算是良心。其他的情节、缘由，都是比较渣。有人说的很准确，缺乏智慧，体现不出英雄的智慧，就在那里被坏蛋狂揍，没有什么策略的硬扑，最后的解决办法的也是简单的一笔，把坏人的智商也拉低了。低幼是没错，但是也别把现在的小孩当弱智好嘛。,-2,-1,-2,1,-2
"比猜到接下来剧情如何发展更可怕的是，连角色的台词也能猜出一二。让人看的几乎想睡觉。
故事说是说完整了，但没说好，让人看的几乎想睡觉，而画面不输其它国家，音乐节奏感十足与画面贴合度极佳。
几首插曲一听，就想拿来做手机铃声。",-2,-1,-2,1,-2
作为国产动画还是挺精致的 画面感很强 人物也很鲜明 人要有希望有梦想,-2,-2,1,1,-2
电视剧质感，甚至还不如某些优质古装剧，不过回顾陈嘉上近几年的作品，四大名捕系列，以及画皮、画壁云云，我想这应该也是他的正常发挥了吧，恩。,-2,-2,-2,-1,-2
让陈嘉上来拍历史片确实不伦不类。服装和道具可以拿五星，剧情和人物塑造连两星都不如。戚继光太小家子气，夫人的神勇还不足以盖掉蛮不讲理的印象。胡宗宪永远苦不堪言，俞将军不知道为什么也完全打不赢倭寇。正面人物还不如反面人物老武士和少主让人喜欢，起码对主公忠心耿耿。唉为了历史剧，送一星算,1,-1,-1,1,-2
服化道比较考究，动作设计中规中矩，战争场面格局太小，叙事有点蜜汁节奏。,-2,-1,-2,1,-2
中规中矩，冗长无奇，几条线导致剧情凌乱。场面调度、战争场景、服饰背景、人设等，都很到位，算得上诚意之作了。PS：倭寇是因为海禁，海禁是因为明朝政策，胡宗宪言，倭寇本来可以不用一兵一卒。6.5,-2,-1,1,1,-2
战争场面考究（预料之外），武器制作精良——这是优点；剧情铺陈乏味，部分武戏凑份，夫妻线索可删——这是缺点。,-2,-1,-2,1,-2
前三分之二还不赖，摄影写实向，剧情推进稳，没有简单粗暴，认真挖掘和丰满主要人物，也有对黑警和染毒警的一些突破式呈现。黄轩祖峰段奕宏，三个人表现得都过关。,-2,1,1,1,-2
两半。摄影运镜灯光很好（屋顶看摩托车和段撞车黄的crane down），而调色太大路货。叙事缓慢，情节真是又老又多漏洞——被囚十年出来还是特种兵身手，大毒贩的怀孕老婆在制毒工场帮工等，严重破坏投入。后半段忽然秀气祖峰的个人英雄主义，视点混乱。郎月婷再次证明女性做什么都是拖后腿。当黄轩说要大中华市场的时候，真让人感叹他是卧底中的杜拉拉，他和王耀庆郎月婷段奕宏还真能拼个office,-2,-1,-2,1,-2
五分，对于剧情我没有感同身受，但拍摄手法倒觉得挺有意思,-2,-1,-2,1,-2
7，冯小刚这次应该是走心了，第一次能在他的电影里找到更真实的感情共鸣。故事可看性不错，从青春芳华到残酷战争再到一切的幻灭，颇有些伤感。美术、服装、摄影、配乐都非常出色，也成为主要加分项，片子拍得非常漂亮。,-2,1,-2,1,1
本不抱希望 却意外惊喜 剧本依然很严歌苓 大时代背景下小人物的命运 红布黑布白布的符号堆砌 一代人的青春与主旋律的结合 冯导这几年感觉学了很多 炫技般的长镜头运用 丛林枪战长镜头真的太厉害 有几场戏真的想拍手叫好 缺点还是过长 有明显可删减的部分,1,-2,-2,1,-2
配乐简直要打500颗星。这电影我妈不带我外公外婆去看的话他们当年就是白在军属大院见证文革了。节奏和情绪在剪辑上有些脱节不过还是有被感动到。一镜到底的战争部分略乱略啰嗦，但整体瑕不掩瑜。坐我旁边跟我差不多年纪的中国男孩哭了。最喜欢的角色无疑是穗子。我对军旅题材的作品是没有抵抗力的。,1,-2,-2,1,1
岁月漫漫，芳华刹那，青春是独舞后的重生，是撕碎的心动诗行，是泛黄的破碎照片，是物是人非后不曾遗忘的气息面容，青春的热血涂洒在特殊年代，以平庸个体嵌入历史图腾的方式，呈现诗意浪漫与残酷幻灭并存的质地；前后影像基调对比明显，战争长镜调度出色，情怀满溢不觉煽。,-2,1,-2,1,-2
可怕的剪辑，可怕的镜头，买一赠七的故事线……耗尽了由《1942》、《我不是潘金莲》而来的一点期待,-2,-1,-2,-1,-2
"画面好看。但情节又长又臭，分明是冯小刚版的“小时代”。这种水片有什么好严审的，有司真是反应过度。
节奏像电视煽情剧，导演手法太老旧了。
讲打越南，还是看《高山下的花环吧》。
就这敢说致敬五零后青春？撕逼式青春真不是中国人那是美国人。再次证明《阳光灿烂的日子》是中国最好的青春片。",-2,-1,-2,1,-2
【台北金馬影展展映】剛看完小說，情緒完全沉浸在故事中。觀影全程感動忍淚。文工團是特殊大時代下個體的悲劇，人性命運的扭曲，血染的芳華。僅題材就要為馮導點贊。長鏡頭攝影炫技但不違和。音樂略過度煽情。遺憾電影無法承載小說中更多的故事和感情，刪改很多細節。加的離別/獨舞兩場戲很棒。四星半,1,-1,-2,1,-2
B / 矛盾的历史态度被遮掩在颇为纯粹的形式中。配乐丰沛如江河、长镜跃动如秋波，卑微的理想主义与其中的杂质都渲染得诗意盎然。文艺群像描绘几乎都是可预见的符号但和声相谐，恰当的朦胧化处理弥合了历史与现时的价值观鸿沟。放在当前青春片语境中不可谓不独特，也确实算处理得当。/ 二刷IMAX加分,-2,1,-2,1,-2
很多瑕疵，比如演技和台词生硬，女演员妆太浓，摄影也有很多不足的地方，没有灯光概念，调色也不统一，当然最大的缺点就是没有剧情，全靠模仿哥哥的影片片段拼凑起来，但看到最后哥哥的生日会以及很多荣迷想和哥哥说的话，还是落泪了，想念你，哥哥。,-2,-2,-1,-1,1
三颗星给摄影技术。差强人意在模仿剧情上面。我觉得荣迷对哥哥的感情是独立的不是呈现在自己的爱情中。最后2016年9.12的各种活动直接落泪了！想你哥哥,-2,-1,-2,1,-2
这，，，剧情烂，画面也一般，多一星给女主。,-2,-1,1,-1,-2
典型的新兴导演作品，摄影很稳但节奏忽快忽慢，剧情实在让人不敢恭维，不过观看的过程还算不错啦，希望能看到更明白的藏区电影～,-2,-1,-2,1,-2
陪孩子看的，我觉得画面就不好看，故事也说的很累，同场的小朋友可能觉得有意思吧，我家好像觉得不好看，看完隔天感觉他都不记得说了啥,-2,-1,-2,-1,-2
有幸在韩国看到首映，惊喜，完全不像处女导演作品。关于成长的故事，表演都很细腻，特别是小朋友，非常有戏；画面也很好看，打破了之前对处女座都是草台班子的印象。期待国内上映。,-2,-2,1,1,-2
选的空间和环境不错，优点是自然流畅，演员朴实无华，缺点是电影感较差，摄影太呆了一些，絮絮叨叨，不凝练，很多地方像电视剧。处理家庭关系，拍得最厉害的年轻导演还是陈哲义的《爸妈不在家》。,-2,-2,1,-1,-2
98法兰西之夏，不装逼不造作的青春片。整体摄影、节奏都非常自然，舒服。估摸着豆瓣还能涨零点几分。围绕足球爱好、叛逆成长、亲情爱情、下岗、婚外恋、潜规则、教育体制、油腻中年等背后，有更多的时代隐喻符号。这个月刚去乌镇、千岛湖游玩，杭州是个好地方：青瓦白墙、小桥流水、爬山虎如荫。,-2,-2,-2,1,-2
"电视电影的质感 辣鸡的故事 实在没什么好话能说 悉尼和中东欧那俩电影节脑子有屎
一句话 站在闹市的马路中间一动不动真的很容易被撞死",-2,-1,-2,-1,-2
剧本有点失望了，本来以为会是一个好剧本。色彩只能到及格线，很多地方处理得很牵强，反派的内心很难猜也很脑残，而且演技有点尬，不好说，电影频道请我来当导演吧,-2,-1,-1,-1,-2
超低成本电影，要场景没场景， 要演技没演技，满屏幕的尴尬。不过挺符合社会主义核心价值观的,-2,-2,-1,-1,-2
